"['杨浦', '新江湾城']","['加州水郡', '地图']",2299,99940,"['4室2厅3卫', '中楼层 (共20层)', '230.04㎡', '平层', '板楼', '南', '钢混结构', '简装', '两梯两户', '有']"
"['静安', '阳城']","['永和丽园', '地图']",468,75901,"['2室1厅1卫', '高楼层 (共6层)', '61.66㎡', '平层', '板楼', '南 北', '钢混结构', '简装', '一梯四户']"
"['嘉定', '丰庄']","['丰庄十四街坊', '地图']",345,54815,"['2室1厅1卫', '低楼层 (共6层)', '62.94㎡', '平层', '板楼', '南', '砖混结构', '精装', '一梯两户']"
"['徐汇', '华东理工']","['长陇苑', '地图']",295,58289,"['1室1厅1卫', '高楼层 (共6层)', '50.61㎡', '平层', '板楼', '南', '砖混结构', '简装', '一梯三户']"
"['徐汇', '华泾']","['紫阳花苑', '地图']",410,60039,"['2室1厅1卫', '高楼层 (共6层)', '68.29㎡', '平层', '板楼', '南', '混合结构', '简装', '一梯两户']"
"['浦东', '临港新城']","['海芦镜湖苑', '地图']",235,18576,"['3室2厅1卫', '中楼层 (共12层)', '126.51㎡', '平层', '板楼', '南 北', '钢混结构', '简装', '一梯两户']"
"['宝山', '顾村']","['好日子大家园A区', '地图']",565,43302,"['3室2厅2卫', '高楼层 (共6层)', '130.48㎡', '暂无数据', '板楼', '南 北', '砖混结构', '简装', '一梯两户']"
"['闵行', '梅陇']","['罗锦苑', '地图']",454,55638,"['2室2厅1卫', '低楼层 (共6层)', '81.6㎡', '平层', '板楼', '南 北', '砖混结构', '简装', '一梯两户']"
"['浦东', '金桥']","['中惠广场', '地图']",120,23507,"['1室1厅1卫', '高楼层 (共28层)', '51.05㎡', '暂无数据', '塔楼', '西南 西', '钢混结构', '简装', '四梯二十户', '有', '商水', '商电']"
"['浦东', '金桥']","['中惠广场', '地图']",120,23507,"['1室1厅1卫', '高楼层 (共28层)', '51.05㎡', '暂无数据', '塔楼', '西南 西', '钢混结构', '简装', '四梯二十户', '有', '商水', '商电']"
"['徐汇', '斜土路']","['江南新村(徐汇)', '地图']",336,73044,"['1室1厅1卫', '中楼层 (共5层)', '46㎡', '暂无数据', '板楼', '南', '砖混结构', '精装', '一梯四户']"
"['徐汇', '康健']","['康健公寓', '地图']",820,75479,"['2室2厅1卫', '高楼层 (共19层)', '108.64㎡', '暂无数据', '塔楼', '南', '钢混结构', '精装', '两梯八户', '有']"
"['浦东', '外高桥']","['潼港三村', '地图']",318,40016,"['3室1厅1卫', '高楼层 (共6层)', '79.47㎡', '暂无数据', '板楼', '南 北', '砖混结构', '简装', '一梯两户']"
"['宝山', '大华']","['大华公园世家康华苑', '地图']",775,61862,"['3室2厅2卫', '高楼层 (共6层)', '125.28㎡', '暂无数据', '板楼', '南', '钢混结构', '简装', '一梯两户']"
"['长宁', '古北']","['领尚国际酒店公寓', '地图']",550,63724,"['2室1厅1卫', '中楼层 (共18层)', '86.31㎡', '暂无数据', '暂无数据', '南 北', '未知结构', '精装', '一梯十二户']"
"['闵行', '七宝']","['茂盛花苑', '地图']",334,51671,"['2室1厅1卫', '低楼层 (共6层)', '64.64㎡', '平层', '板楼', '南', '砖混结构', '简装', '一梯两户']"
"['宝山', '大华']","['滨江雅苑', '地图']",700,67438,"['2室2厅2卫', '低楼层 (共11层)', '103.8㎡', '暂无数据', '板楼', '南', '钢混结构', '简装', '一梯两户', '有']"
"['长宁', '中山公园']","['利星国际广场', '地图']",1220,89052,"['3室1厅2卫', '低楼层 (共38层)', '137㎡', '平层', '板楼', '南', '钢混结构', '其他', '两梯三户', '有']"
"['徐汇', '斜土路']","['茶陵小区', '地图']",440,88657,"['2室1厅1卫', '高楼层 (共6层)', '49.63㎡', '平层', '49.63㎡', '板楼', '南 北', '砖混结构', '精装', '一梯三户']"
"['徐汇', '斜土路']","['日晖二村', '地图']",420,78755,"['1室1厅1卫', '中楼层 (共5层)', '53.33㎡', '平层', '板楼', '南', '砖混结构', '精装', '一梯四户']"
"['奉贤', '南桥']","['江海新村', '地图']",153,16888,"['2室2厅1卫', '中楼层 (共6层)', '90.6㎡', '平层', '板楼', '东', '砖混结构', '简装', '一梯两户']"
"['浦东', '金桥']","['东方丽景', '地图']",768,79062,"['2室2厅1卫', '低楼层 (共13层)', '97.14㎡', '暂无数据', '板楼', '南', '钢混结构', '毛坯', '一梯两户', '有']"
"['闵行', '老闵行']","['新华小区', '地图']",220,37562,"['2室1厅1卫', '高楼层 (共6层)', '58.57㎡', '平层', '板楼', '南', '砖混结构', '精装', '一梯四户']"
"['长宁', '虹桥']","['虹纺小区', '地图']",393,71860,"['2室1厅1卫', '高楼层 (共6层)', '54.69㎡', '平层', '板楼', '南 北', '砖混结构', '精装', '一梯四户']"
"['闵行', '静安新城']","['静安新城四区', '地图']",780,62954,"['3室2厅2卫', '高楼层 (共6层)', '123.9㎡', '复式', '板楼', '南', '砖混结构', '简装', '一梯两户']"
"['浦东', '世博']","['上南八村', '地图']",320,69220,"['2室1厅1卫', '低楼层 (共6层)', '46.23㎡', '平层', '板楼', '南 北', '砖混结构', '精装', '一梯四户']"
"['闵行', '古美']","['新梅公寓一期', '地图']",712,61640,"['3室2厅2卫', '低楼层 (共7层)', '115.51㎡', '平层', '板楼', '南', '钢混结构', '简装', '一梯三户']"
"['普陀', '光新']","['石一小区', '地图']",270,62084,"['1室1厅1卫', '高楼层 (共6层)', '43.49㎡', '平层', '板楼', '南 西', '砖混结构', '简装', '一梯六户']"
"['浦东', '杨思前滩']","['新里城和合苑', '地图']",708,89985,"['2室2厅1卫', '高楼层 (共6层)', '78.68㎡', '平层', '板楼', '南', '钢混结构', '简装', '一梯两户']"
"['浦东', '外高桥']","['潼港七村', '地图']",350,43436,"['2室1厅1卫', '中楼层 (共6层)', '80.58㎡', '平层', '板楼', '南', '砖混结构', '简装', '一梯两户']"
"['杨浦', '新江湾城']","['加州水郡', '地图']",2299,99940,"['4室2厅3卫', '中楼层 (共20层)', '230.04㎡', '平层', '板楼', '南', '钢混结构', '简装', '两梯两户', '有']"
"['静安', '阳城']","['永和丽园', '地图']",468,75901,"['2室1厅1卫', '高楼层 (共6层)', '61.66㎡', '平层', '板楼', '南 北', '钢混结构', '简装', '一梯四户']"
"['嘉定', '丰庄']","['丰庄十四街坊', '地图']",345,54815,"['2室1厅1卫', '低楼层 (共6层)', '62.94㎡', '平层', '板楼', '南', '砖混结构', '精装', '一梯两户']"
"['徐汇', '华东理工']","['长陇苑', '地图']",295,58289,"['1室1厅1卫', '高楼层 (共6层)', '50.61㎡', '平层', '板楼', '南', '砖混结构', '简装', '一梯三户']"
"['徐汇', '华泾']","['紫阳花苑', '地图']",410,60039,"['2室1厅1卫', '高楼层 (共6层)', '68.29㎡', '平层', '板楼', '南', '混合结构', '简装', '一梯两户']"
"['浦东', '临港新城']","['海芦镜湖苑', '地图']",235,18576,"['3室2厅1卫', '中楼层 (共12层)', '126.51㎡', '平层', '板楼', '南 北', '钢混结构', '简装', '一梯两户']"
"['宝山', '顾村']","['好日子大家园A区', '地图']",565,43302,"['3室2厅2卫', '高楼层 (共6层)', '130.48㎡', '暂无数据', '板楼', '南 北', '砖混结构', '简装', '一梯两户']"
"['闵行', '梅陇']","['罗锦苑', '地图']",454,55638,"['2室2厅1卫', '低楼层 (共6层)', '81.6㎡', '平层', '板楼', '南 北', '砖混结构', '简装', '一梯两户']"
"['浦东', '金桥']","['中惠广场', '地图']",120,23507,"['1室1厅1卫', '高楼层 (共28层)', '51.05㎡', '暂无数据', '塔楼', '西南 西', '钢混结构', '简装', '四梯二十户', '有', '商水', '商电']"
"['浦东', '金桥']","['中惠广场', '地图']",120,23507,"['1室1厅1卫', '高楼层 (共28层)', '51.05㎡', '暂无数据', '塔楼', '西南 西', '钢混结构', '简装', '四梯二十户', '有', '商水', '商电']"
"['徐汇', '斜土路']","['江南新村(徐汇)', '地图']",336,73044,"['1室1厅1卫', '中楼层 (共5层)', '46㎡', '暂无数据', '板楼', '南', '砖混结构', '精装', '一梯四户']"
"['徐汇', '康健']","['康健公寓', '地图']",820,75479,"['2室2厅1卫', '高楼层 (共19层)', '108.64㎡', '暂无数据', '塔楼', '南', '钢混结构', '精装', '两梯八户', '有']"
"['浦东', '外高桥']","['潼港三村', '地图']",318,40016,"['3室1厅1卫', '高楼层 (共6层)', '79.47㎡', '暂无数据', '板楼', '南 北', '砖混结构', '简装', '一梯两户']"
"['宝山', '大华']","['大华公园世家康华苑', '地图']",775,61862,"['3室2厅2卫', '高楼层 (共6层)', '125.28㎡', '暂无数据', '板楼', '南', '钢混结构', '简装', '一梯两户']"
"['长宁', '古北']","['领尚国际酒店公寓', '地图']",550,63724,"['2室1厅1卫', '中楼层 (共18层)', '86.31㎡', '暂无数据', '暂无数据', '南 北', '未知结构', '精装', '一梯十二户']"
"['闵行', '七宝']","['茂盛花苑', '地图']",334,51671,"['2室1厅1卫', '低楼层 (共6层)', '64.64㎡', '平层', '板楼', '南', '砖混结构', '简装', '一梯两户']"
"['宝山', '大华']","['滨江雅苑', '地图']",700,67438,"['2室2厅2卫', '低楼层 (共11层)', '103.8㎡', '暂无数据', '板楼', '南', '钢混结构', '简装', '一梯两户', '有']"
"['长宁', '中山公园']","['利星国际广场', '地图']",1220,89052,"['3室1厅2卫', '低楼层 (共38层)', '137㎡', '平层', '板楼', '南', '钢混结构', '其他', '两梯三户', '有']"
"['徐汇', '斜土路']","['茶陵小区', '地图']",440,88657,"['2室1厅1卫', '高楼层 (共6层)', '49.63㎡', '平层', '49.63㎡', '板楼', '南 北', '砖混结构', '精装', '一梯三户']"
"['徐汇', '斜土路']","['日晖二村', '地图']",420,78755,"['1室1厅1卫', '中楼层 (共5层)', '53.33㎡', '平层', '板楼', '南', '砖混结构', '精装', '一梯四户']"
"['奉贤', '南桥']","['江海新村', '地图']",153,16888,"['2室2厅1卫', '中楼层 (共6层)', '90.6㎡', '平层', '板楼', '东', '砖混结构', '简装', '一梯两户']"
"['浦东', '金桥']","['东方丽景', '地图']",768,79062,"['2室2厅1卫', '低楼层 (共13层)', '97.14㎡', '暂无数据', '板楼', '南', '钢混结构', '毛坯', '一梯两户', '有']"
"['闵行', '老闵行']","['新华小区', '地图']",220,37562,"['2室1厅1卫', '高楼层 (共6层)', '58.57㎡', '平层', '板楼', '南', '砖混结构', '精装', '一梯四户']"
"['长宁', '虹桥']","['虹纺小区', '地图']",393,71860,"['2室1厅1卫', '高楼层 (共6层)', '54.69㎡', '平层', '板楼', '南 北', '砖混结构', '精装', '一梯四户']"
"['闵行', '静安新城']","['静安新城四区', '地图']",780,62954,"['3室2厅2卫', '高楼层 (共6层)', '123.9㎡', '复式', '板楼', '南', '砖混结构', '简装', '一梯两户']"
"['浦东', '世博']","['上南八村', '地图']",320,69220,"['2室1厅1卫', '低楼层 (共6层)', '46.23㎡', '平层', '板楼', '南 北', '砖混结构', '精装', '一梯四户']"
"['闵行', '古美']","['新梅公寓一期', '地图']",712,61640,"['3室2厅2卫', '低楼层 (共7层)', '115.51㎡', '平层', '板楼', '南', '钢混结构', '简装', '一梯三户']"
"['普陀', '光新']","['石一小区', '地图']",270,62084,"['1室1厅1卫', '高楼层 (共6层)', '43.49㎡', '平层', '板楼', '南 西', '砖混结构', '简装', '一梯六户']"
"['浦东', '杨思前滩']","['新里城和合苑', '地图']",708,89985,"['2室2厅1卫', '高楼层 (共6层)', '78.68㎡', '平层', '板楼', '南', '钢混结构', '简装', '一梯两户']"
"['浦东', '外高桥']","['潼港七村', '地图']",350,43436,"['2室1厅1卫', '中楼层 (共6层)', '80.58㎡', '平层', '板楼', '南', '砖混结构', '简装', '一梯两户']"
"['徐汇', '田林']","['田林五六七村', '地图']",520,84225,"['2室1厅1卫', '高楼层 (共6层)', '61.74㎡', '暂无数据', '板楼', '南', '砖混结构', '简装', '一梯五户']"
"['嘉定', '外冈']","['外冈新苑', '地图']",235,18260,"['3室2厅2卫', '高楼层 (共5层)', '128.7㎡', '暂无数据', '117.02㎡', '板楼', '南 北', '钢混结构', '简装', '一梯两户']"
"['闵行', '春申']","['都市宜家苑', '地图']",677,54983,"['3室2厅2卫', '高楼层 (共6层)', '123.13㎡', '复式', '板楼', '南 北', '钢混结构', '简装', '一梯两户']"
"['普陀', '甘泉宜川']","['新长小区', '地图']",258,62365,"['1室1厅1卫', '高楼层 (共6层)', '41.37㎡', '平层', '板楼', '南', '砖混结构', '简装', '一梯六户']"
"['闵行', '古美']","['古美西路316弄', '地图']",576,69423,"['3室1厅1卫', '高楼层 (共6层)', '82.97㎡', '平层', '板楼', '南', '砖混结构', '精装', '一梯两户']"
"['浦东', '三林']","['凌兆新村(凌兆路256弄)', '地图']",390,66417,"['2室1厅1卫', '中楼层 (共6层)', '58.72㎡', '平层', '板楼', '南', '砖混结构', '精装', '一梯两户']"
"['闵行', '航华']","['航华二村京润花园', '地图']",360,53812,"['2室1厅1卫', '低楼层 (共6层)', '66.9㎡', '暂无数据', '板楼', '北 南', '砖混结构', '简装', '一梯四户']"
"['杨浦', '周家嘴路']","['中环和乐苑', '地图']",550,82832,"['2室1厅1卫', '低楼层 (共16层)', '66.4㎡', '暂无数据', '56㎡', '板楼', '南', '钢混结构', '简装', '两梯五户', '有']"
"['闵行', '古美']","['古美西路316弄', '地图']",549,65663,"['2室2厅1卫', '高楼层 (共6层)', '83.61㎡', '平层', '板楼', '南', '砖混结构', '简装', '一梯两户']"
"['杨浦', '中原']","['国和二村', '地图']",265,62797,"['1室1厅1卫', '高楼层 (共6层)', '42.2㎡', '平层', '板楼', '南', '砖混结构', '精装', '一梯四户']"
"['崇明', '崇明新城']","['海岛星城', '地图']",173,16956,"['3室2厅1卫', '高楼层 (共6层)', '102.03㎡', '暂无数据', '板楼', '南', '钢混结构', '精装', '一梯两户']"
"['浦东', '金桥']","['六荷苑小区', '地图']",430,65103,"['2室1厅1卫', '高楼层 (共6层)', '66.05㎡', '平层', '板楼', '南', '砖混结构', '简装', '一梯两户']"
"['嘉定', '安亭']","['大众春盛苑', '地图']",300,26822,"['3室2厅2卫', '高楼层 (共6层)', '111.85㎡', '暂无数据', '板楼', '南', '钢混结构', '简装', '一梯两户']"
"['杨浦', '中原']","['市光三村', '地图']",235,61891,"['1室1厅1卫', '中楼层 (共6层)', '37.97㎡', '平层', '板楼', '南', '砖混结构', '毛坯', '一梯三户']"
"['长宁', '中山公园']","['华秀小区', '地图']",250,73465,"['1室1厅1卫', '高楼层 (共6层)', '34.03㎡', '平层', '板楼', '北', '砖混结构', '简装', '一梯六户']"
"['闵行', '颛桥']","['君莲宏润丽苑', '地图']",583,54583,"['3室2厅1卫', '中楼层 (共18层)', '106.81㎡', '平层', '板楼', '南 北', '钢混结构', '精装', '两梯四户', '有']"
"['浦东', '梅园']","['巨杨小区', '地图']",420,103195,"['1室1厅1卫', '中楼层 (共6层)', '40.7㎡', '平层', '板楼', '南', '砖混结构', '精装', '一梯四户']"
"['闵行', '梅陇']","['上海阳城', '地图']",1090,83219,"['3室2厅2卫', '中楼层 (共6层)', '130.98㎡', '平层', '板楼', '南', '钢混结构', '精装', '一梯两户']"
"['闵行', '莘庄']","['小富人家', '地图']",685,65752,"['3室1厅1卫', '低楼层 (共6层)', '104.18㎡', '平层', '板楼', '南', '钢混结构', '精装', '一梯两户']"
"['闵行', '吴泾']","['通海二小区', '地图']",360,40139,"['2室1厅1卫', '低楼层 (共6层)', '89.69㎡', '暂无数据', '板楼', '南', '砖混结构', '其他', '一梯两户']"
"['浦东', '书院镇']","['丽泽梅傲苑', '地图']",208,20646,"['3室2厅1卫', '中楼层 (共12层)', '100.75㎡', '暂无数据', '板楼', '南', '钢混结构', '毛坯', '一梯四户', '有']"
"['徐汇', '上海南站']","['汇成一村', '地图']",408,69036,"['2室1厅1卫', '中楼层 (共6层)', '59.1㎡', '平层', '板楼', '南 北', '砖混结构', '简装', '一梯三户']"
"['徐汇', '华东理工']","['梅陇十一村', '地图']",233,68169,"['1室0厅1卫', '高楼层 (共6层)', '34.18㎡', '暂无数据', '板楼', '南', '砖混结构', '简装', '一梯三户']"
"['杨浦', '黄兴公园']","['佳龙花园', '地图']",1150,101420,"['3室2厅1卫', '高楼层 (共18层)', '113.39㎡', '暂无数据', '板楼', '南', '钢混结构', '精装', '两梯三户', '有']"
"['浦东', '外高桥']","['阳明花园广场（一期）', '地图']",430,46593,"['2室1厅1卫', '中楼层 (共19层)', '92.29㎡', '平层', '塔楼', '南', '钢混结构', '精装', '两梯十五户', '有']"
"['杨浦', '黄兴公园']","['控江五村', '地图']",218,63986,"['1室0厅1卫', '中楼层 (共4层)', '34.07㎡', '平层', '板楼', '南', '砖混结构', '简装', '一梯六户']"
"['嘉定', '外冈']","['外冈景苑', '地图']",180,21419,"['2室2厅1卫', '中楼层 (共18层)', '84.04㎡', '暂无数据', '板楼', '南 北', '钢混结构', '毛坯', '一梯三户']"
"['闵行', '静安新城']","['静安新城十一区', '地图']",436,66151,"['2室1厅1卫', '高楼层 (共6层)', '65.91㎡', '平层', '板楼', '南', '砖混结构', '精装', '一梯两户']"
"['松江', '松江新城']","['福都广场锋尚99', '地图']",95,22647,"['2室1厅1卫', '中楼层 (共13层)', '41.95㎡', '暂无数据', '41.95㎡', '塔楼', '南', '钢混结构', '精装', '两梯二十一户', '有', '商水', '商电']"
"['徐汇', '徐家汇']","['番南小区', '地图']",579,143424,"['1室1厅1卫', '中楼层 (共7层)', '40.37㎡', '暂无数据', '40.37㎡', '板楼', '南', '砖混结构', '精装', '一梯四户']"
"['闵行', '春申']","['源梦苑', '地图']",440,50459,"['2室2厅1卫', '高楼层 (共6层)', '87.2㎡', '平层', '板楼', '南 北', '钢混结构', '简装', '一梯两户']"
"['静安', '大宁']","['八方小区', '地图']",848,106306,"['2室1厅1卫', '低楼层 (共6层)', '79.77㎡', '平层', '板楼', '南', '砖混结构', '精装', '一梯两户']"
"['普陀', '长征']","['梅六小区', '地图']",330,80488,"['1室1厅1卫', '中楼层 (共6层)', '41㎡', '暂无数据', '40.77㎡', '板楼', '南', '砖混结构', '简装', '一梯两户']"
"['闵行', '金虹桥']","['吴中路870弄', '地图']",260,59511,"['1室1厅1卫', '高楼层 (共6层)', '43.69㎡', '平层', '板楼', '南', '砖混结构', '简装', '一梯四户']"
"['浦东', '金杨']","['香山新村西北街坊', '地图']",425,70307,"['2室1厅1卫', '高楼层 (共6层)', '60.45㎡', '平层', '板楼', '南', '砖混结构', '精装', '一梯四户']"
"['黄浦', '蓬莱公园']","['独立时代', '地图']",175,55769,"['1室1厅1卫', '高楼层 (共24层)', '31.38㎡', '暂无数据', '塔楼', '西北', '钢混结构', '精装', '三梯十八户', '有', '商水', '商电', '3元/m3']"
"['闵行', '闵浦']","['瑞和华苑南区', '地图']",238,39385,"['1室1厅1卫', '低楼层 (共14层)', '60.43㎡', '平层', '板楼', '南', '钢混结构', '简装', '两梯三户', '有']"
"['普陀', '曹杨']","['梅岭苑', '地图']",499,71470,"['2室1厅1卫', '低楼层 (共24层)', '69.82㎡', '暂无数据', '塔楼', '南', '钢混结构', '简装', '两梯十户', '有']"
"['杨浦', '中原']","['开鲁二村', '地图']",355,61008,"['2室1厅1卫', '高楼层 (共6层)', '58.19㎡', '平层', '58.19㎡', '板楼', '南', '砖混结构', '精装', '一梯四户']"
